handle,condition,week,feed_average_prop_in_network_posts
garynicholas536.bsky.social,reverse_chronological,8.0,0.399
gdlove.bsky.social,reverse_chronological,1.0,0.013
gdlove.bsky.social,reverse_chronological,2.0,0.003
gdlove.bsky.social,reverse_chronological,3.0,0.064
gdlove.bsky.social,reverse_chronological,4.0,0.3
gdlove.bsky.social,reverse_chronological,5.0,0.22
gdlove.bsky.social,reverse_chronological,6.0,0.213
gdlove.bsky.social,reverse_chronological,7.0,0.309
gdlove.bsky.social,reverse_chronological,8.0,0.303
geisty.bsky.social,reverse_chronological,1.0,0.013
geisty.bsky.social,reverse_chronological,2.0,0.082
geisty.bsky.social,reverse_chronological,3.0,0.06
geisty.bsky.social,reverse_chronological,4.0,0.326
geisty.bsky.social,reverse_chronological,5.0,0.5
geisty.bsky.social,reverse_chronological,6.0,0.5
geisty.bsky.social,reverse_chronological,7.0,0.5
geisty.bsky.social,reverse_chronological,8.0,0.5
gelishacamille16.bsky.social,engagement,1.0,0.107
gelishacamille16.bsky.social,engagement,2.0,0.208
gelishacamille16.bsky.social,engagement,3.0,0.191
gelishacamille16.bsky.social,engagement,4.0,0.492
gelishacamille16.bsky.social,engagement,5.0,0.5
gelishacamille16.bsky.social,engagement,6.0,0.5
gelishacamille16.bsky.social,engagement,7.0,0.5
gelishacamille16.bsky.social,engagement,8.0,0.497
geminisugar.bsky.social,reverse_chronological,1.0,0.0
geminisugar.bsky.social,reverse_chronological,2.0,0.0
geminisugar.bsky.social,reverse_chronological,3.0,0.003
geminisugar.bsky.social,reverse_chronological,4.0,0.0
geminisugar.bsky.social,reverse_chronological,5.0,0.0
geminisugar.bsky.social,reverse_chronological,6.0,0.006
geminisugar.bsky.social,reverse_chronological,7.0,0.003
geminisugar.bsky.social,reverse_chronological,8.0,0.015
genelison.bsky.social,reverse_chronological,1.0,0.0
genelison.bsky.social,reverse_chronological,2.0,0.0
genelison.bsky.social,reverse_chronological,3.0,0.0
genelison.bsky.social,reverse_chronological,4.0,0.011
genelison.bsky.social,reverse_chronological,5.0,0.011
genelison.bsky.social,reverse_chronological,6.0,0.001
genelison.bsky.social,reverse_chronological,7.0,0.007
genelison.bsky.social,reverse_chronological,8.0,0.017
genlord.bsky.social,representative_diversification,1.0,
genlord.bsky.social,representative_diversification,2.0,0.0
genlord.bsky.social,representative_diversification,3.0,0.0
genlord.bsky.social,representative_diversification,4.0,0.006
genlord.bsky.social,representative_diversification,5.0,0.0
genlord.bsky.social,representative_diversification,6.0,0.0
genlord.bsky.social,representative_diversification,7.0,0.0
genlord.bsky.social,representative_diversification,8.0,0.001
gentleroader.bsky.social,engagement,1.0,0.0
gentleroader.bsky.social,engagement,2.0,0.007
gentleroader.bsky.social,engagement,3.0,0.005
gentleroader.bsky.social,engagement,4.0,0.006
gentleroader.bsky.social,engagement,5.0,0.0
gentleroader.bsky.social,engagement,6.0,0.0
gentleroader.bsky.social,engagement,7.0,0.002
gentleroader.bsky.social,engagement,8.0,0.015
georgiaontap.bsky.social,engagement,1.0,0.032
georgiaontap.bsky.social,engagement,2.0,0.026
georgiaontap.bsky.social,engagement,3.0,0.12
georgiaontap.bsky.social,engagement,4.0,0.491
georgiaontap.bsky.social,engagement,5.0,0.5
georgiaontap.bsky.social,engagement,6.0,0.5
georgiaontap.bsky.social,engagement,7.0,0.5
georgiaontap.bsky.social,engagement,8.0,0.5
georgie3.bsky.social,engagement,1.0,0.137
georgie3.bsky.social,engagement,2.0,0.17
georgie3.bsky.social,engagement,3.0,0.273
georgie3.bsky.social,engagement,4.0,0.5
georgie3.bsky.social,engagement,5.0,0.5
georgie3.bsky.social,engagement,6.0,0.5
georgie3.bsky.social,engagement,7.0,0.49
georgie3.bsky.social,engagement,8.0,0.5
georgina00.bsky.social,representative_diversification,1.0,0.026
georgina00.bsky.social,representative_diversification,2.0,0.008
georgina00.bsky.social,representative_diversification,3.0,0.124
georgina00.bsky.social,representative_diversification,4.0,0.486
georgina00.bsky.social,representative_diversification,5.0,0.498
georgina00.bsky.social,representative_diversification,6.0,0.5
georgina00.bsky.social,representative_diversification,7.0,0.5
georgina00.bsky.social,representative_diversification,8.0,0.45
gerrissister.bsky.social,reverse_chronological,1.0,0.076
gerrissister.bsky.social,reverse_chronological,2.0,0.114
gerrissister.bsky.social,reverse_chronological,3.0,0.381
gerrissister.bsky.social,reverse_chronological,4.0,0.464
gerrissister.bsky.social,reverse_chronological,5.0,0.496
gerrissister.bsky.social,reverse_chronological,6.0,0.5
gerrissister.bsky.social,reverse_chronological,7.0,0.483
gerrissister.bsky.social,reverse_chronological,8.0,0.5
ghosty2.bsky.social,reverse_chronological,1.0,0.09
ghosty2.bsky.social,reverse_chronological,2.0,0.041
ghosty2.bsky.social,reverse_chronological,3.0,0.156
ghosty2.bsky.social,reverse_chronological,4.0,0.147
ghosty2.bsky.social,reverse_chronological,5.0,0.154
ghosty2.bsky.social,reverse_chronological,6.0,0.227
ghosty2.bsky.social,reverse_chronological,7.0,0.244
ghosty2.bsky.social,reverse_chronological,8.0,0.08
ghubabe.bsky.social,representative_diversification,1.0,0.007
ghubabe.bsky.social,representative_diversification,2.0,0.01
ghubabe.bsky.social,representative_diversification,3.0,0.021
ghubabe.bsky.social,representative_diversification,4.0,0.075
ghubabe.bsky.social,representative_diversification,5.0,0.056
ghubabe.bsky.social,representative_diversification,6.0,0.062
ghubabe.bsky.social,representative_diversification,7.0,0.075
ghubabe.bsky.social,representative_diversification,8.0,0.026
gildedicon.bsky.social,reverse_chronological,1.0,0.004
gildedicon.bsky.social,reverse_chronological,2.0,0.005
gildedicon.bsky.social,reverse_chronological,3.0,0.03
gildedicon.bsky.social,reverse_chronological,4.0,0.025
gildedicon.bsky.social,reverse_chronological,5.0,0.021
gildedicon.bsky.social,reverse_chronological,6.0,0.054
gildedicon.bsky.social,reverse_chronological,7.0,0.074
gildedicon.bsky.social,reverse_chronological,8.0,0.08
gilfoylebert.bsky.social,representative_diversification,1.0,0.0
gilfoylebert.bsky.social,representative_diversification,2.0,0.0
gilfoylebert.bsky.social,representative_diversification,3.0,0.0
gilfoylebert.bsky.social,representative_diversification,4.0,0.0
gilfoylebert.bsky.social,representative_diversification,5.0,0.007
gilfoylebert.bsky.social,representative_diversification,6.0,0.005
gilfoylebert.bsky.social,representative_diversification,7.0,0.012
gilfoylebert.bsky.social,representative_diversification,8.0,0.005
gjack12.bsky.social,engagement,1.0,0.0
gjack12.bsky.social,engagement,2.0,0.007
gjack12.bsky.social,engagement,3.0,0.022
gjack12.bsky.social,engagement,4.0,0.016
gjack12.bsky.social,engagement,5.0,0.028
gjack12.bsky.social,engagement,6.0,0.014
gjack12.bsky.social,engagement,7.0,0.023
gjack12.bsky.social,engagement,8.0,0.016
gladine.bsky.social,engagement,1.0,0.0
gladine.bsky.social,engagement,2.0,0.0
gladine.bsky.social,engagement,3.0,0.073
gladine.bsky.social,engagement,4.0,0.491
gladine.bsky.social,engagement,5.0,0.5
gladine.bsky.social,engagement,6.0,0.5
gladine.bsky.social,engagement,7.0,0.5
gladine.bsky.social,engagement,8.0,0.435
glassbottommeg.bsky.social,reverse_chronological,1.0,0.011
glassbottommeg.bsky.social,reverse_chronological,2.0,0.08
glassbottommeg.bsky.social,reverse_chronological,3.0,0.249
glassbottommeg.bsky.social,reverse_chronological,4.0,0.495
glassbottommeg.bsky.social,reverse_chronological,5.0,0.5
glassbottommeg.bsky.social,reverse_chronological,6.0,0.5
glassbottommeg.bsky.social,reverse_chronological,7.0,0.5
glassbottommeg.bsky.social,reverse_chronological,8.0,0.487
glennvotesblue.bsky.social,engagement,1.0,0.107
glennvotesblue.bsky.social,engagement,2.0,0.22
glennvotesblue.bsky.social,engagement,3.0,0.248
glennvotesblue.bsky.social,engagement,4.0,0.5
glennvotesblue.bsky.social,engagement,5.0,0.5
glennvotesblue.bsky.social,engagement,6.0,0.5
glennvotesblue.bsky.social,engagement,7.0,0.5
glennvotesblue.bsky.social,engagement,8.0,0.5
glewtion.bsky.social,reverse_chronological,1.0,0.0
glewtion.bsky.social,reverse_chronological,2.0,0.0
glewtion.bsky.social,reverse_chronological,3.0,0.006
glewtion.bsky.social,reverse_chronological,4.0,0.048
glewtion.bsky.social,reverse_chronological,5.0,0.052
glewtion.bsky.social,reverse_chronological,6.0,0.057
glewtion.bsky.social,reverse_chronological,7.0,0.071
glewtion.bsky.social,reverse_chronological,8.0,0.053
gloria25.bsky.social,representative_diversification,1.0,0.0
gloria25.bsky.social,representative_diversification,2.0,0.0
gloria25.bsky.social,representative_diversification,3.0,0.006
gloria25.bsky.social,representative_diversification,4.0,0.009
gloria25.bsky.social,representative_diversification,5.0,0.023
gloria25.bsky.social,representative_diversification,6.0,0.001
gloria25.bsky.social,representative_diversification,7.0,0.003
gloria25.bsky.social,representative_diversification,8.0,0.013
gone.bsky.social,engagement,1.0,0.009
gone.bsky.social,engagement,2.0,0.0
gone.bsky.social,engagement,3.0,0.098
gone.bsky.social,engagement,4.0,0.5
gone.bsky.social,engagement,5.0,0.495
gone.bsky.social,engagement,6.0,0.5
gone.bsky.social,engagement,7.0,0.5
gone.bsky.social,engagement,8.0,0.48
gonefar.bsky.social,representative_diversification,1.0,0.0
gonefar.bsky.social,representative_diversification,2.0,0.023
gonefar.bsky.social,representative_diversification,3.0,0.118
gonefar.bsky.social,representative_diversification,4.0,0.49
gonefar.bsky.social,representative_diversification,5.0,0.496
gonefar.bsky.social,representative_diversification,6.0,0.495
gonefar.bsky.social,representative_diversification,7.0,0.5
gonefar.bsky.social,representative_diversification,8.0,0.455
goodcitizen.bsky.social,engagement,1.0,0.099
goodcitizen.bsky.social,engagement,2.0,0.059
goodcitizen.bsky.social,engagement,3.0,0.115
goodcitizen.bsky.social,engagement,4.0,0.496
goodcitizen.bsky.social,engagement,5.0,0.5
goodcitizen.bsky.social,engagement,6.0,0.5
goodcitizen.bsky.social,engagement,7.0,0.5
goodcitizen.bsky.social,engagement,8.0,0.482
gooop.net,reverse_chronological,1.0,0.02
gooop.net,reverse_chronological,2.0,0.029
gooop.net,reverse_chronological,3.0,0.1
gooop.net,reverse_chronological,4.0,0.492
gooop.net,reverse_chronological,5.0,0.5
gooop.net,reverse_chronological,6.0,0.5
gooop.net,reverse_chronological,7.0,0.5
gooop.net,reverse_chronological,8.0,0.477
goose.art,representative_diversification,1.0,0.039
goose.art,representative_diversification,2.0,0.027
goose.art,representative_diversification,3.0,0.172
goose.art,representative_diversification,4.0,0.493
goose.art,representative_diversification,5.0,0.5
goose.art,representative_diversification,6.0,0.5
goose.art,representative_diversification,7.0,0.5
goose.art,representative_diversification,8.0,0.5
gorfielf.bsky.social,representative_diversification,1.0,0.0
gorfielf.bsky.social,representative_diversification,2.0,0.0
gorfielf.bsky.social,representative_diversification,3.0,0.005
gorfielf.bsky.social,representative_diversification,4.0,0.088
gorfielf.bsky.social,representative_diversification,5.0,0.081
gorfielf.bsky.social,representative_diversification,6.0,0.096
gorfielf.bsky.social,representative_diversification,7.0,0.088
gorfielf.bsky.social,representative_diversification,8.0,0.143
gost.boo,representative_diversification,1.0,0.0
gost.boo,representative_diversification,2.0,0.0
gost.boo,representative_diversification,3.0,0.096
gost.boo,representative_diversification,4.0,0.469
gost.boo,representative_diversification,5.0,0.498
gost.boo,representative_diversification,6.0,0.499
gost.boo,representative_diversification,7.0,0.5
gost.boo,representative_diversification,8.0,0.462
gottabunc.bsky.social,engagement,1.0,0.0
gottabunc.bsky.social,engagement,2.0,0.009
gottabunc.bsky.social,engagement,3.0,0.006
gottabunc.bsky.social,engagement,4.0,0.0
gottabunc.bsky.social,engagement,5.0,0.002
gottabunc.bsky.social,engagement,6.0,0.015
gottabunc.bsky.social,engagement,7.0,0.0
gottabunc.bsky.social,engagement,8.0,0.021
goworkdude.bsky.social,engagement,1.0,0.058
goworkdude.bsky.social,engagement,2.0,0.017
goworkdude.bsky.social,engagement,3.0,0.042
goworkdude.bsky.social,engagement,4.0,0.129
goworkdude.bsky.social,engagement,5.0,0.118
goworkdude.bsky.social,engagement,6.0,0.158
goworkdude.bsky.social,engagement,7.0,0.111
goworkdude.bsky.social,engagement,8.0,0.163
gracemarvelous889.bsky.social,representative_diversification,1.0,0.0
gracemarvelous889.bsky.social,representative_diversification,2.0,0.0
gracemarvelous889.bsky.social,representative_diversification,3.0,0.106
gracemarvelous889.bsky.social,representative_diversification,4.0,0.258
gracemarvelous889.bsky.social,representative_diversification,5.0,0.248
gracemarvelous889.bsky.social,representative_diversification,6.0,0.273
gracemarvelous889.bsky.social,representative_diversification,7.0,0.198
gracemarvelous889.bsky.social,representative_diversification,8.0,0.245
graceold.bsky.social,engagement,1.0,0.01
graceold.bsky.social,engagement,2.0,0.106
graceold.bsky.social,engagement,3.0,0.108
graceold.bsky.social,engagement,4.0,0.491
graceold.bsky.social,engagement,5.0,0.5
graceold.bsky.social,engagement,6.0,0.5
graceold.bsky.social,engagement,7.0,0.5
graceold.bsky.social,engagement,8.0,0.485
gracetaylor.bsky.social,engagement,1.0,0.016
gracetaylor.bsky.social,engagement,2.0,0.149
gracetaylor.bsky.social,engagement,3.0,0.219
gracetaylor.bsky.social,engagement,4.0,0.5
gracetaylor.bsky.social,engagement,5.0,0.492
gracetaylor.bsky.social,engagement,6.0,0.5
gracetaylor.bsky.social,engagement,7.0,0.5
gracetaylor.bsky.social,engagement,8.0,0.5
grahamnydahl.bsky.social,representative_diversification,1.0,0.006
grahamnydahl.bsky.social,representative_diversification,2.0,0.0
grahamnydahl.bsky.social,representative_diversification,3.0,0.013
grahamnydahl.bsky.social,representative_diversification,4.0,0.114
grahamnydahl.bsky.social,representative_diversification,5.0,0.106
grahamnydahl.bsky.social,representative_diversification,6.0,0.109
grahamnydahl.bsky.social,representative_diversification,7.0,0.116
grahamnydahl.bsky.social,representative_diversification,8.0,0.069
granithkroos.bsky.social,reverse_chronological,1.0,0.0
granithkroos.bsky.social,reverse_chronological,2.0,0.037
granithkroos.bsky.social,reverse_chronological,3.0,0.208
granithkroos.bsky.social,reverse_chronological,4.0,0.203
granithkroos.bsky.social,reverse_chronological,5.0,0.207
granithkroos.bsky.social,reverse_chronological,6.0,0.276
granithkroos.bsky.social,reverse_chronological,7.0,0.14
granithkroos.bsky.social,reverse_chronological,8.0,0.264
granithpeter.bsky.social,engagement,1.0,0.0
granithpeter.bsky.social,engagement,2.0,0.033
granithpeter.bsky.social,engagement,3.0,0.159
granithpeter.bsky.social,engagement,4.0,0.185
granithpeter.bsky.social,engagement,5.0,0.16
granithpeter.bsky.social,engagement,6.0,0.27
granithpeter.bsky.social,engagement,7.0,0.21
granithpeter.bsky.social,engagement,8.0,0.273
grant225.bsky.social,reverse_chronological,1.0,0.0
grant225.bsky.social,reverse_chronological,2.0,0.0
grant225.bsky.social,reverse_chronological,3.0,0.029
grant225.bsky.social,reverse_chronological,4.0,0.154
grant225.bsky.social,reverse_chronological,5.0,0.159
grant225.bsky.social,reverse_chronological,6.0,0.167
grant225.bsky.social,reverse_chronological,7.0,0.18
grant225.bsky.social,reverse_chronological,8.0,0.162
grayson.bsky.social,reverse_chronological,1.0,0.0
grayson.bsky.social,reverse_chronological,2.0,0.0
grayson.bsky.social,reverse_chronological,3.0,0.021
grayson.bsky.social,reverse_chronological,4.0,0.124
grayson.bsky.social,reverse_chronological,5.0,0.13
grayson.bsky.social,reverse_chronological,6.0,0.174
grayson.bsky.social,reverse_chronological,7.0,0.273
grayson.bsky.social,reverse_chronological,8.0,0.205
graysont.bsky.social,representative_diversification,1.0,0.0
graysont.bsky.social,representative_diversification,2.0,0.0
graysont.bsky.social,representative_diversification,3.0,0.0
graysont.bsky.social,representative_diversification,4.0,0.006
graysont.bsky.social,representative_diversification,5.0,0.0
graysont.bsky.social,representative_diversification,6.0,0.0
graysont.bsky.social,representative_diversification,7.0,0.001
graysont.bsky.social,representative_diversification,8.0,0.007
greatmind7.bsky.social,representative_diversification,1.0,0.046
